"LAF","ST","AST","REV-ST","REV-AST","TMP","channel","start_time","end_time","source_file"
-215.621,0.0343554,-0.146032,-0.0412071,0.045221,330.887,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-215.367,0.0177991,-0.0834156,-0.165847,0.0307149,20.091,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-215.113,0.0416282,-0.0676289,-0.174754,0.0264297,-61.597,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-214.859,0.067856,-0.0775241,0.0134462,-0.0768003,492.98,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-214.605,-0.0405416,-0.0482791,0.0605703,-0.0643374,58.285,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-214.35,-0.115363,-0.0824204,-0.000108543,-0.00904483,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-214.096,-0.138172,-0.0631538,0.0311995,-0.0771698,45.891,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-213.842,-0.182011,0.0188776,0.0918544,-0.172638,-71.88,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-213.588,-0.160015,0.0506972,0.152964,-0.0613232,-88.492,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-213.334,-0.0145238,-0.0311904,0.0208905,-0.032388,225.015,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-213.079,0.0923992,-0.0458529,-0.135572,-0.0153475,-113.574,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-212.825,0.00719769,-0.00353638,-0.23052,0.0631557,-86.403,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-212.571,-0.199517,-0.0386251,-0.103945,0.00912716,-140.063,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-212.317,-0.0117897,-0.0392222,0.0276348,-0.0624588,590.876,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-212.063,0.0884284,-0.081887,0.140094,0.037192,-61.571,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-211.808,0.0450257,-0.135966,0.170657,0.041327,5.484,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-211.554,-0.0485739,-0.116914,0.0288845,-0.00173565,-83.752,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-211.3,-0.0147527,-0.0311483,-0.0246744,-0.0195379,93.666,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-211.046,0.0323938,0.0664966,0.0338328,-0.0243214,76.942,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-210.792,-0.0288073,-0.0276692,-0.0490338,-0.0221087,-31.345,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-210.537,-0.138873,-0.0205789,-0.0337882,0.013164,-112.845,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-210.283,-0.167468,-0.0192503,0.0316532,0.0512208,-73.842,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-210.029,0.0192455,-0.027039,0.0101023,0.00541161,7.832,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-209.775,0.0823492,-0.150262,0.0344066,-0.121508,485.36,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-209.521,0.0817736,-0.153341,0.0383165,-0.223583,1032.466,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-209.266,0.0528223,-0.153882,0.0271423,-0.154525,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-209.012,0.0858132,-0.111597,0.026098,-0.0324942,89.229,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-208.758,0.0672839,0.0111959,0.0693089,0.0650694,-80.823,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-208.504,0.0481496,0.093137,-0.0198516,0.0649535,474.707,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-208.25,-0.014494,-0.0305106,-0.140387,-0.0192141,-53.891,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-207.995,-0.082928,-0.207704,-0.0857276,0.0231549,-0.684,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-207.741,-0.0711442,-0.231819,0.0836698,0.0390802,80.936,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-207.487,-0.0725045,0.00279826,0.0693129,-0.026097,-142.9,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-207.233,-0.0162003,0.10999,0.0438733,-0.0708599,1036.291,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-206.979,-0.012764,-0.0129342,0.0291459,0.0204126,3.079,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-206.724,-0.132029,-0.0883904,-0.0370047,0.0233465,-32.861,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-206.47,-0.032486,-0.163157,-0.0733849,0.0135116,25.888,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-206.216,-0.000376548,-0.0802999,-0.0675706,-0.0757518,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-205.962,-0.0108649,0.084099,-0.121527,-0.0282565,104.316,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-205.708,-0.0173507,0.0858422,-0.126755,0.0510696,120.143,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-205.453,0.0487354,0.0506537,0.0255453,0.0402556,90.808,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-205.199,0.0507208,-0.0829913,0.0559818,-0.0327685,29.2,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-204.945,-0.0270627,-0.0571659,-0.0267769,-0.0407127,215.861,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-204.691,0.0116741,-0.0654603,-0.172193,0.0115935,-39.438,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-204.437,0.0431283,-0.106651,-0.0211154,0.0108428,58.73,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-204.182,-0.0902022,-0.0727607,0.0225804,-0.0904652,217.414,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-203.928,-0.0605661,-0.0430713,-0.00621688,-0.0982842,1082.517,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-203.674,0.090267,-0.107564,0.0301973,0.0627874,158.686,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-203.42,0.0167592,-0.139103,-0.0321557,0.0484036,1320.412,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-203.166,-0.130466,-0.0840372,-0.136386,-0.0560718,-58.04,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-202.911,-0.137774,-0.0772772,0.0221661,-0.0917549,146.404,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-202.657,-0.00902507,-0.037801,-0.00996896,-0.0183794,612.133,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-202.403,-0.00992077,-0.0535813,-0.112764,0.11041,382.751,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-202.149,-0.0895092,-0.105111,-0.0857361,0.142913,117.231,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-201.895,-0.188851,-0.0602697,-0.0432068,0.0998928,6.21,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-201.64,-0.108618,-0.00280726,-0.0997127,0.0333289,-151.497,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-201.386,0.10081,-0.0510056,0.0419445,-0.120229,74.735,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-201.132,0.0860862,-0.127706,0.104047,-0.179241,164.796,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-200.878,0.0290649,-0.0604461,0.123458,-0.124449,128.45,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-200.624,-0.0520047,0.0227962,0.137768,0.0191834,-111.339,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-200.369,-0.102203,0.044386,0.0401627,0.0926682,33.575,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-200.115,-0.0302622,-0.0333183,-0.0235823,0.0620224,191.311,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-199.861,-0.150581,-0.0142434,-0.0509512,0.0306112,-113.267,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-199.607,-0.0880492,-0.0142168,-0.0698026,0.0151854,-125.146,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-199.353,0.0212262,-0.079104,-0.0586906,-0.0842203,387.819,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-199.098,-0.0387534,-0.0866251,-0.0953928,-0.00353519,-102.542,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-198.844,-0.186974,-0.0229383,-0.105078,0.0379011,-119.672,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-198.59,-0.181979,0.0339422,-0.0761741,0.0462551,-92.482,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-198.336,-0.0324098,0.0312799,-0.0967358,-0.00824255,-102.763,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-198.082,0.153258,-0.0253905,0.0952474,-0.0487627,-101.822,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-197.827,0.0578505,-0.165375,0.1535,0.0680048,58.426,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-197.573,-0.133239,-0.185672,0.014097,0.0791788,623.316,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-197.319,-0.176844,-0.109092,-0.0739265,-0.024798,-69.325,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-197.065,0.10979,-0.0684427,-0.00676254,-0.0445738,286.174,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-196.811,0.102958,-0.0306691,-0.00672411,-0.00554171,-61.636,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-196.556,-0.0541835,0.0958463,-0.100658,0.00196128,-125.578,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-196.302,-0.0892111,0.110174,-0.159347,-0.0132301,-95.807,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-196.048,0.0446312,0.028234,-0.100811,-0.11233,2.539,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-195.794,0.0380014,-0.0194737,-0.024454,-0.165087,235.135,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-195.54,-0.019025,0.0133922,0.110808,-0.0514547,-47.371,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-195.285,-0.00971853,0.0160955,0.0942119,0.0330572,-11.968,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-195.031,0.0138252,0.0110647,0.067246,-0.0105396,-88.935,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-194.777,0.136428,0.00667881,-0.0365524,-0.00788091,-148.323,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-194.523,0.116933,0.0153615,-0.107673,-0.0705898,-101.352,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-194.269,-0.0567914,0.0593257,-0.0572443,-0.11655,130.893,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-194.014,-0.0544669,-0.0381893,-0.00919154,0.00698626,-17.988,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-193.76,-0.0439528,-0.137345,0.0152633,0.107049,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-193.506,-0.0753959,-0.116761,0.00160498,0.111791,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-193.252,-0.099391,-0.0158832,-0.113423,-0.00556861,-152.966,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-192.998,-0.0917568,-0.00889121,-0.265017,-0.0844707,-128.029,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-192.743,-0.0418591,-0.0292205,-0.157289,-0.0332815,-82.961,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-192.489,-0.126926,-0.0684934,-0.0118757,0.0018452,-102.173,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-192.235,-0.0374332,0.0342093,0.130865,0.03496,-61.895,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-191.981,0.0350655,0.0953613,0.0796716,-0.0054325,-73.97,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-191.727,-0.00808202,0.0783224,0.00256587,-0.124294,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-191.472,-0.0493064,0.0371632,-0.0110801,-0.0987463,511.134,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-191.218,0.0457661,0.0168378,0.0274664,-0.0202242,-56.937,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-190.964,-0.0884984,0.0099194,0.13712,-0.0297609,-133.091,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-190.71,-0.123245,-0.00989928,0.071287,0.0344415,-122.832,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-190.456,-0.0200095,-0.0766757,0.102885,0.1223,321.971,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-190.201,0.0029001,-0.136096,-0.0320998,0.0390615,0,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-189.947,0.0256557,-0.139402,-0.0728699,-0.0526202,271.502,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-189.693,0.0699496,-0.0856366,-0.0603414,-0.0408986,16.112,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-189.439,0.0291649,-0.0469323,0.0289884,0.0312667,99.004,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-189.185,-0.030661,-0.0454719,0.114486,0.134052,99.073,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-188.93,-0.153215,-0.0147544,0.0525426,0.0297048,-114.403,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-188.676,-0.172516,-0.0259608,-0.05331,0.0285707,-103.351,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-188.422,-0.0581676,-0.00476604,-0.053001,0.0368231,-113.221,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-188.168,0.159407,-0.0341934,-0.00694498,-0.0609794,111.196,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-187.914,0.152858,-0.113054,-0.0497731,-0.0917501,67.103,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-187.659,-0.0483511,-0.0758762,-0.0825115,-0.0219527,-33.556,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-187.405,-0.0628704,0.0321014,0.00674075,-0.00942723,3.571,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-187.151,0.106733,0.0188679,0.145292,0.00155663,-171.147,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-186.897,0.047299,0.105469,0.0744113,0.0301188,23.642,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-186.643,-0.0518286,0.127206,0.0182127,0.0318326,300.591,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-186.388,-0.0494338,0.0121328,-0.010656,0.0357267,15.384,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-186.134,-0.0617107,-0.0542133,0.0111102,-0.0332858,170.771,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-185.88,-0.012584,-0.0237116,-0.0773057,-0.0161399,-37.068,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-185.626,0.032372,0.0289258,-0.0782707,0.0871209,32.842,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-185.372,0.0434464,0.0506114,0.00420514,0.0327375,766.537,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-185.117,-0.0220846,0.0213605,0.0311825,-0.0234512,5.055,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-184.863,0.0958523,-0.0745611,-0.00602363,0.0641334,673.335,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-184.609,0.144092,-0.139475,0.0387857,0.0419911,38.035,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-184.355,0.0209823,-0.0312744,0.000797105,-0.00150002,184.253,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
-184.101,-0.0339231,0.117669,0.0208109,0.0183901,204.483,"2","2025-10-26T14:01:24.464Z","2025-10-26T14:13:25.212Z","channel 3_UTC_20251026_140124.464.xml"
