Date-Time,Temperature,Electrical Conductivity,Specific Conductivity,Salinity,Total Dissolved Solids,FilteredTemp,FilteredSPC
2024-11-21 12:02:50,10.939151763916016,341.0680236816406,483.9751281738281,0.2257729172706604,221.6942138671875,10.939152,483.97513
2024-11-21 12:17:50,10.966556549072266,341.47735595703125,484.16058349609375,0.2258923053741455,221.96026611328125,10.966557,484.16058
2024-11-21 12:32:50,10.975711822509766,341.64990234375,484.2732238769531,0.2259564846754074,222.0724334716797,10.975712,484.27322
2024-11-21 12:47:50,10.98788833618164,341.74578857421875,484.233642578125,0.225951001048088,222.13475036621097,10.987888,484.23364
2024-11-21 13:02:50,10.994022369384766,341.67822265625,484.049560546875,0.2258695214986801,222.09083557128903,10.994022,484.18167
2024-11-21 13:17:50,11.000125885009766,341.7966003417969,484.12933349609375,0.2259145528078079,222.16778564453125,11.000126,484.12933
2024-11-21 13:32:50,11.00314712524414,341.8642578125,484.1816711425781,0.2259429842233657,222.21176147460932,11.003147,484.18167
2024-11-21 13:47:50,11.00314712524414,341.91265869140625,484.2502136230469,0.2259758561849594,222.24322509765625,11.003147,484.2502
2024-11-21 14:02:50,11.00619888305664,341.8124084472656,484.0642700195313,0.2258900701999664,222.1780548095703,11.006199,484.06427
2024-11-21 14:17:50,11.00619888305664,341.99041748046875,484.3163757324219,0.2260109633207321,222.29376220703125,11.006199,484.20145
2024-11-21 14:32:50,11.00619888305664,341.91265869140625,484.2062377929687,0.2259581536054611,222.24322509765625,11.006199,484.20624
2024-11-21 14:47:50,11.00619888305664,341.7683410644531,484.0018615722656,0.2258601486682892,222.1494140625,11.006199,484.00186
2024-11-21 15:02:50,11.00619888305664,341.9092712402344,484.2014465332031,0.2259558588266372,222.2410125732422,11.006199,484.20145
2024-11-21 15:17:50,11.00619888305664,341.7740783691406,484.0099792480469,0.2258640378713608,222.15313720703125,11.006199,484.00998
2024-11-21 15:32:50,11.00619888305664,342.2794189453125,484.72564697265625,0.2262072414159774,222.4816131591797,11.006199,484.12482
2024-11-21 15:47:50,11.00619888305664,341.82244873046875,484.0784912109375,0.2258968949317932,222.18458557128903,11.006199,484.0785
2024-11-21 16:02:50,11.00619888305664,342.1247253417969,484.5065612792969,0.2261021733283996,222.3810577392578,11.006199,484.12482
2024-11-21 16:17:50,11.00619888305664,341.85516357421875,484.1248168945313,0.2259191125631332,222.20584106445315,11.006199,484.12482
2024-11-21 16:32:50,11.00619888305664,341.78076171875,484.01947021484375,0.2258685827255249,222.1574859619141,11.006199,484.01947
2024-11-21 16:47:50,11.00619888305664,341.92510986328125,484.223876953125,0.225966602563858,222.25131225585932,11.006199,484.22388
2024-11-21 17:02:50,11.00619888305664,341.67486572265625,483.8694763183594,0.2257966697216034,222.08865356445315,11.006199,483.86948
2024-11-21 17:17:50,11.00619888305664,341.7649841308594,483.9971008300781,0.2258578687906265,222.1472320556641,11.006199,483.9971
2024-11-21 17:32:50,11.00619888305664,341.5722961425781,483.7242431640625,0.2257270067930221,222.02198791503903,11.006199,483.72424
2024-11-21 17:47:50,11.00619888305664,341.85516357421875,484.1248168945313,0.2259191125631332,222.20584106445315,11.006199,484.12482
2024-11-21 18:02:50,11.00314712524414,341.8033142089844,484.0953674316406,0.2259015887975692,222.17214965820315,11.006199,484.09537
2024-11-21 18:17:50,11.00619888305664,341.7299499511719,483.947509765625,0.2258340716361999,222.1244659423828,11.003147,483.9475
2024-11-21 18:32:50,11.00314712524414,341.7040710449219,483.9548034667969,0.2258341908454895,222.10763549804688,11.003147,483.9548
2024-11-21 18:47:50,11.00314712524414,341.7491455078125,484.0186462402344,0.2258647978305817,222.13693237304688,11.003147,484.01865
2024-11-21 19:02:50,11.00314712524414,341.7649841308594,484.04107666015625,0.2258755564689636,222.1472320556641,11.003147,484.04108
2024-11-21 19:17:50,11.00314712524414,341.74578857421875,484.0138854980469,0.225862517952919,222.13475036621097,11.003147,484.0139
2024-11-21 19:32:50,11.00314712524414,341.7299499511719,483.991455078125,0.225851759314537,222.1244659423828,11.003147,483.99146
2024-11-21 19:47:50,11.000125885009766,341.61395263671875,483.8706359863281,0.2257904857397079,222.0490570068359,11.000126,484.0139
2024-11-21 20:02:50,11.000125885009766,341.7491455078125,484.0621032714844,0.2258823066949844,222.13693237304688,11.000126,484.0621
2024-11-21 20:17:50,11.000125885009766,341.74578857421875,484.0573425292969,0.2258800268173217,222.13475036621097,11.000126,484.05734
2024-11-21 20:32:50,11.000125885009766,341.67822265625,483.9616394042969,0.2258341461420059,222.09083557128903,11.000126,483.96164
2024-11-21 20:47:50,11.000125885009766,341.78173828125,484.1082763671875,0.2259044498205185,222.1581268310547,11.000126,484.10828
2024-11-21 21:02:50,11.000125885009766,341.7333068847656,484.0396728515625,0.2258715480566024,222.12664794921875,11.000126,484.03967
2024-11-21 21:17:50,11.000125885009766,341.38983154296875,483.55316162109375,0.2256382703781128,221.90338134765625,11.000126,483.55316
2024-11-21 21:32:50,10.99704360961914,341.463134765625,483.7013549804687,0.2257059067487716,221.95103454589844,10.997044,483.70135
2024-11-21 21:47:50,10.99704360961914,341.4731750488281,483.715576171875,0.2257127314805984,221.95755004882812,10.997044,483.71558
2024-11-21 22:02:50,10.99704360961914,341.54400634765625,483.81591796875,0.2257608324289322,222.00360107421875,10.997044,483.81592
2024-11-21 22:17:50,10.99704360961914,341.6824951171875,484.0121154785156,0.2258549034595489,222.09361267089844,10.997044,484.01212
2024-11-21 22:32:50,10.99704360961914,341.5890197753906,483.8796997070313,0.2257914096117019,222.0328521728516,10.997044,483.8797
2024-11-21 22:47:50,10.99704360961914,341.59576416015625,483.8892517089844,0.2257959991693496,222.0372314453125,10.997044,483.88925
2024-11-21 23:02:50,10.994022369384766,341.5673828125,483.89251708984375,0.2257942259311676,222.0187835693359,10.997044,483.89252
2024-11-21 23:17:50,10.99704360961914,341.50567626953125,483.7616271972656,0.2257348001003265,221.9786834716797,10.997044,483.88306
2024-11-21 23:32:50,10.99704360961914,341.6282653808594,483.9352722167969,0.2258180677890777,222.0583648681641,10.994022,483.93527
2024-11-21 23:47:50,10.994022369384766,341.5606994628906,483.883056640625,0.2257896810770034,222.0144500732422,10.994022,483.88306
2024-11-22 00:02:50,10.994022369384766,341.5190124511719,483.8240051269531,0.2257613688707351,221.9873504638672,10.994022,483.824
2024-11-22 00:17:50,10.994022369384766,341.2431640625,483.4332275390625,0.2255739867687225,221.80804443359372,10.994022,483.86066
2024-11-22 00:32:50,10.994022369384766,341.5448913574219,483.8606567382813,0.2257789522409439,222.0041656494141,10.994022,483.86066
2024-11-22 00:47:50,10.994022369384766,341.7611389160156,484.1670227050781,0.2259258478879929,222.1447296142578,10.994022,483.8502
2024-11-22 01:02:50,10.990970611572266,341.4706115722656,483.7993469238281,0.2257461696863174,221.9558868408203,10.990971,483.79935
2024-11-22 01:17:50,10.990970611572266,341.5065002441406,483.8501892089844,0.2257705479860305,221.97921752929688,10.990971,483.8502
2024-11-22 01:32:50,10.990970611572266,341.5515441894531,483.9140319824219,0.2258011549711227,222.0084991455078,10.990971,483.91403
2024-11-22 01:47:50,10.990970611572266,341.4515075683594,483.7722778320313,0.2257331907749176,221.94346618652344,10.990971,483.77228
2024-11-22 02:02:50,10.990970611572266,341.55828857421875,483.923583984375,0.2258057445287704,222.01287841796875,10.990971,483.92358
2024-11-22 02:17:50,10.990970611572266,341.54150390625,483.8998107910156,0.2257943302392959,222.00196838378903,10.990971,483.8998
