"LAF","ST","AST","REV-ST","REV-AST","TMP","start_time","depth_m","datetime","label","leg"
124.15,2544.56,2342.6,3702.35,3406.87,10.441,"2026-05-02T11:59:36.502Z",42.85,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
124.404,2544,2341.87,3703.73,3407.92,10.428,"2026-05-02T11:59:36.502Z",42.596,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
124.659,2542.46,2340.4,3704.53,3408.36,10.419,"2026-05-02T11:59:36.502Z",42.341,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
124.913,2542.45,2340.29,3703.53,3407.5,10.417,"2026-05-02T11:59:36.502Z",42.087,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
125.167,2543.18,2341.16,3702.96,3407.17,10.428,"2026-05-02T11:59:36.502Z",41.833,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
125.421,2542.45,2340.73,3704.43,3408.36,10.433,"2026-05-02T11:59:36.502Z",41.579,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
125.675,2540.76,2339.12,3705.59,3409.12,10.424,"2026-05-02T11:59:36.502Z",41.325,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
125.93,2540.25,2338.53,3704.76,3408.52,10.423,"2026-05-02T11:59:36.502Z",41.07,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
126.184,2540.46,2338.67,3704.06,3408.31,10.432,"2026-05-02T11:59:36.502Z",40.816,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
126.438,2540.17,2338,3704.83,3409.27,10.424,"2026-05-02T11:59:36.502Z",40.562,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
126.692,2539.54,2337.42,3705.38,3409.93,10.428,"2026-05-02T11:59:36.502Z",40.308,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
126.946,2539.75,2337.87,3704.99,3409.82,10.443,"2026-05-02T11:59:36.502Z",40.054,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
127.201,2540.06,2338.19,3705.52,3410.39,10.446,"2026-05-02T11:59:36.502Z",39.799,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
127.455,2538.98,2337.25,3707.12,3411.56,10.441,"2026-05-02T11:59:36.502Z",39.545,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
127.709,2537.96,2336.26,3707.32,3411.42,10.431,"2026-05-02T11:59:36.502Z",39.291,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
127.963,2538.38,2336.34,3705.94,3410.32,10.424,"2026-05-02T11:59:36.502Z",39.037,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
128.217,2538.68,2336.54,3705.76,3410.38,10.427,"2026-05-02T11:59:36.502Z",38.783,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
128.472,2537.74,2335.73,3707.07,3411.54,10.428,"2026-05-02T11:59:36.502Z",38.528,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
128.726,2537.25,2335.18,3707.63,3412.09,10.425,"2026-05-02T11:59:36.502Z",38.274,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
128.98,2537.85,2335.67,3707.25,3412.03,10.43,"2026-05-02T11:59:36.502Z",38.02,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
129.234,2537.81,2335.7,3707.86,3412.58,10.432,"2026-05-02T11:59:36.502Z",37.766,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
129.488,2536.67,2334.93,3708.93,3413.31,10.436,"2026-05-02T11:59:36.502Z",37.512,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
129.743,2536.33,2334.7,3708.71,3413.16,10.44,"2026-05-02T11:59:36.502Z",37.257,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
129.997,2537.18,2335.13,3708.41,3413.34,10.439,"2026-05-02T11:59:36.502Z",37.003,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
130.251,2537.46,2335.05,3709.7,3414.82,10.434,"2026-05-02T11:59:36.502Z",36.749,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
130.505,2537.22,2334.69,3711.42,3416.31,10.426,"2026-05-02T11:59:36.502Z",36.495,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
130.759,2537.1,2334.64,3712.49,3417.03,10.422,"2026-05-02T11:59:36.502Z",36.241,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
131.014,2536.4,2334.17,3713.32,3417.65,10.425,"2026-05-02T11:59:36.502Z",35.986,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
131.268,2534.99,2333.17,3713.68,3418.1,10.438,"2026-05-02T11:59:36.502Z",35.732,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
131.522,2534.93,2332.7,3712.92,3417.72,10.431,"2026-05-02T11:59:36.502Z",35.478,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
131.776,2536.43,2333.59,3712.38,3417.51,10.421,"2026-05-02T11:59:36.502Z",35.224,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
132.03,2537,2334.04,3714.13,3418.93,10.413,"2026-05-02T11:59:36.502Z",34.97,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
132.285,2535.46,2332.78,3716.63,3420.63,10.405,"2026-05-02T11:59:36.502Z",34.715,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
132.539,2534.15,2331.79,3716.42,3420.38,10.411,"2026-05-02T11:59:36.502Z",34.461,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
132.793,2534.5,2332.18,3714.44,3419.09,10.426,"2026-05-02T11:59:36.502Z",34.207,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
133.047,2535.05,2332.48,3713.92,3418.9,10.425,"2026-05-02T11:59:36.502Z",33.953,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
133.301,2534.44,2331.72,3714.69,3419.55,10.418,"2026-05-02T11:59:36.502Z",33.699,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
133.556,2533.61,2330.91,3714.9,3419.83,10.418,"2026-05-02T11:59:36.502Z",33.444,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
133.81,2533.59,2330.82,3715.03,3420.04,10.417,"2026-05-02T11:59:36.502Z",33.19,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
134.064,2533.57,2330.91,3715.8,3420.66,10.419,"2026-05-02T11:59:36.502Z",32.936,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
134.318,2533.79,2331,3716.38,3421.16,10.414,"2026-05-02T11:59:36.502Z",32.682,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
134.572,2534.68,2331.59,3716.61,3421.51,10.409,"2026-05-02T11:59:36.502Z",32.428,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
134.827,2535.23,2332.21,3717.62,3422.58,10.417,"2026-05-02T11:59:36.502Z",32.173,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
135.081,2534.62,2331.77,3719.56,3424.33,10.421,"2026-05-02T11:59:36.502Z",31.919,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
135.335,2534.06,2331.25,3720.85,3425.54,10.421,"2026-05-02T11:59:36.502Z",31.665,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
135.589,2534.58,2331.81,3721.36,3426.1,10.426,"2026-05-02T11:59:36.502Z",31.411,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
135.843,2534.93,2332.25,3722.29,3426.97,10.43,"2026-05-02T11:59:36.502Z",31.157,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
136.098,2534.15,2331.48,3723.6,3427.93,10.423,"2026-05-02T11:59:36.502Z",30.902,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
136.352,2533.84,2331.17,3723.9,3428.12,10.42,"2026-05-02T11:59:36.502Z",30.648,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
136.606,2534.78,2331.73,3723.92,3428.32,10.413,"2026-05-02T11:59:36.502Z",30.394,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
136.86,2534.76,2331.6,3725.2,3429.58,10.411,"2026-05-02T11:59:36.502Z",30.14,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
137.114,2533.62,2330.7,3726.31,3430.63,10.417,"2026-05-02T11:59:36.502Z",29.886,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
137.369,2533.45,2330.38,3725.74,3430.33,10.417,"2026-05-02T11:59:36.502Z",29.631,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
137.623,2533.85,2330.69,3725.45,3430.22,10.418,"2026-05-02T11:59:36.502Z",29.377,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
137.877,2532.89,2330.16,3726.91,3431.43,10.428,"2026-05-02T11:59:36.502Z",29.123,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
138.131,2531.21,2328.53,3727.98,3432.21,10.42,"2026-05-02T11:59:36.502Z",28.869,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
138.385,2530.82,2327.74,3726.88,3431.37,10.409,"2026-05-02T11:59:36.502Z",28.615,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
138.64,2531.27,2328.2,3725.41,3430.35,10.419,"2026-05-02T11:59:36.502Z",28.36,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
138.894,2530.96,2328.04,3725.63,3430.67,10.426,"2026-05-02T11:59:36.502Z",28.106,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
139.148,2530.22,2327.25,3726.46,3431.42,10.421,"2026-05-02T11:59:36.502Z",27.852,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
139.402,2530.02,2327,3726.49,3431.46,10.419,"2026-05-02T11:59:36.502Z",27.598,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
139.656,2530.04,2326.88,3726.69,3431.56,10.412,"2026-05-02T11:59:36.502Z",27.344,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
139.911,2529.38,2326.2,3727.28,3431.94,10.406,"2026-05-02T11:59:36.502Z",27.089,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
140.165,2528.86,2325.83,3726.94,3431.76,10.413,"2026-05-02T11:59:36.502Z",26.835,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
140.419,2529.34,2326.13,3726.26,3431.46,10.416,"2026-05-02T11:59:36.502Z",26.581,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
140.673,2529.93,2326.37,3726.99,3432.22,10.407,"2026-05-02T11:59:36.502Z",26.327,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
140.927,2529.68,2326.03,3728.62,3433.51,10.398,"2026-05-02T11:59:36.502Z",26.073,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
141.182,2529.4,2326.03,3729.27,3434.06,10.406,"2026-05-02T11:59:36.502Z",25.818,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
141.436,2529.52,2326.09,3729.2,3434.25,10.41,"2026-05-02T11:59:36.502Z",25.564,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
141.69,2528.97,2325.51,3729.73,3434.89,10.411,"2026-05-02T11:59:36.502Z",25.31,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
141.944,2527.99,2324.76,3730.21,3435.3,10.416,"2026-05-02T11:59:36.502Z",25.056,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
142.198,2528.11,2324.88,3730,3435.04,10.415,"2026-05-02T11:59:36.502Z",24.802,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
142.453,2528.72,2325.5,3730.35,3435.4,10.418,"2026-05-02T11:59:36.502Z",24.547,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
142.707,2528.19,2324.8,3731.94,3436.85,10.41,"2026-05-02T11:59:36.502Z",24.293,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
142.961,2527.22,2323.73,3733.22,3437.89,10.4,"2026-05-02T11:59:36.502Z",24.039,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
143.215,2527.41,2324.02,3733.09,3437.98,10.409,"2026-05-02T11:59:36.502Z",23.785,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
143.469,2527.72,2324.57,3733.3,3438.38,10.424,"2026-05-02T11:59:36.502Z",23.531,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
143.724,2526.62,2323.66,3734.52,3439.43,10.426,"2026-05-02T11:59:36.502Z",23.276,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
143.978,2525.39,2322.32,3734.83,3439.78,10.42,"2026-05-02T11:59:36.502Z",23.022,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
144.232,2525.52,2322.27,3733.83,3439.07,10.419,"2026-05-02T11:59:36.502Z",22.768,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
144.486,2525.56,2322.31,3733.5,3438.77,10.419,"2026-05-02T11:59:36.502Z",22.514,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
144.74,2524.44,2321.25,3734.33,3439.39,10.414,"2026-05-02T11:59:36.502Z",22.26,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
144.995,2523.56,2320.22,3734.2,3439.45,10.411,"2026-05-02T11:59:36.502Z",22.005,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
145.249,2523.69,2320.35,3733.02,3438.72,10.42,"2026-05-02T11:59:36.502Z",21.751,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
145.503,2523.29,2320.35,3733.38,3438.93,10.43,"2026-05-02T11:59:36.502Z",21.497,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
145.757,2522.12,2319.19,3735.03,3440.02,10.417,"2026-05-02T11:59:36.502Z",21.243,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
146.011,2521.96,2318.65,3735.33,3440.18,10.399,"2026-05-02T11:59:36.502Z",20.989,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
146.266,2522.64,2319.23,3734.26,3439.48,10.405,"2026-05-02T11:59:36.502Z",20.734,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
146.52,2522.33,2319.02,3734.04,3439.45,10.412,"2026-05-02T11:59:36.502Z",20.48,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
146.774,2521.43,2317.87,3734.6,3439.95,10.4,"2026-05-02T11:59:36.502Z",20.226,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
147.028,2521.72,2317.72,3734.57,3440.23,10.392,"2026-05-02T11:59:36.502Z",19.972,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
147.282,2522.57,2318.51,3734.83,3440.81,10.401,"2026-05-02T11:59:36.502Z",19.718,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
147.537,2521.97,2318.28,3736.66,3442.38,10.41,"2026-05-02T11:59:36.502Z",19.463,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
147.791,2520.7,2317.27,3738.46,3443.8,10.41,"2026-05-02T11:59:36.502Z",19.209,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
148.045,2520.54,2317,3738.18,3443.72,10.41,"2026-05-02T11:59:36.502Z",18.955,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
148.299,2520.71,2317.23,3737.54,3443.32,10.417,"2026-05-02T11:59:36.502Z",18.701,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
148.553,2519.95,2316.79,3738.74,3444.25,10.422,"2026-05-02T11:59:36.502Z",18.447,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
148.808,2519.32,2316.01,3740.18,3445.53,10.414,"2026-05-02T11:59:36.502Z",18.192,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
149.062,2519.94,2316.37,3740.19,3445.81,10.412,"2026-05-02T11:59:36.502Z",17.938,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
149.316,2520.89,2317.21,3740.19,3446.01,10.416,"2026-05-02T11:59:36.502Z",17.684,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
149.57,2521.27,2317.31,3741.56,3447.2,10.405,"2026-05-02T11:59:36.502Z",17.43,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
149.824,2521.65,2316.6,3743.04,3448.42,10.364,"2026-05-02T11:59:36.502Z",17.176,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
150.079,2521.94,2314.95,3743.95,3448.56,10.278,"2026-05-02T11:59:36.502Z",16.921,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
150.333,2520.85,2311.68,3744.79,3447.08,10.142,"2026-05-02T11:59:36.502Z",16.667,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
150.587,2518.58,2307.41,3744.71,3443.48,9.978,"2026-05-02T11:59:36.502Z",16.413,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
150.841,2517.23,2303.72,3743,3438.34,9.804,"2026-05-02T11:59:36.502Z",16.159,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
151.095,2516.78,2301.08,3741.51,3433.65,9.643,"2026-05-02T11:59:36.502Z",15.905,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
151.35,2515.57,2297.97,3741.69,3430.31,9.487,"2026-05-02T11:59:36.502Z",15.65,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
151.604,2514.11,2294.09,3741.87,3426.92,9.309,"2026-05-02T11:59:36.502Z",15.396,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
151.858,2513.41,2290.55,3740.75,3422.54,9.124,"2026-05-02T11:59:36.502Z",15.142,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
152.112,2512.34,2286.82,3739.74,3418.14,8.94,"2026-05-02T11:59:36.502Z",14.888,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
152.366,2510.06,2281.78,3739.39,3413.72,8.734,"2026-05-02T11:59:36.502Z",14.634,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
152.621,2508.12,2276.63,3738.18,3408.09,8.503,"2026-05-02T11:59:36.502Z",14.379,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
152.875,2507.65,2272.85,3736.02,3401.62,8.273,"2026-05-02T11:59:36.502Z",14.125,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
153.129,2507.07,2269.02,3734.78,3395.85,8.042,"2026-05-02T11:59:36.502Z",13.871,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
153.383,2505.14,2264.02,3734.33,3390.46,7.804,"2026-05-02T11:59:36.502Z",13.617,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
153.637,2503.26,2259.33,3732.74,3384.18,7.579,"2026-05-02T11:59:36.502Z",13.363,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
153.892,2502.87,2256.29,3730.46,3377.71,7.376,"2026-05-02T11:59:36.502Z",13.108,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
154.146,2502.79,2254.15,3729.61,3372.99,7.206,"2026-05-02T11:59:36.502Z",12.854,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
154.4,2501.93,2252.14,3730.08,3370.27,7.085,"2026-05-02T11:59:36.502Z",12.6,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
154.654,2501.07,2250.86,3730.26,3368.23,7.013,"2026-05-02T11:59:36.502Z",12.346,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
154.908,2500.9,2250.92,3730.13,3366.81,6.99,"2026-05-02T11:59:36.502Z",12.092,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
155.163,2500.58,2251.93,3730.69,3367.08,7.031,"2026-05-02T11:59:36.502Z",11.837,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
155.417,2500.71,2254.45,3731.46,3369.15,7.151,"2026-05-02T11:59:36.502Z",11.583,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
155.671,2502.47,2259.64,3731.83,3373.09,7.368,"2026-05-02T11:59:36.502Z",11.329,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
155.925,2504.77,2266.76,3733.63,3379.88,7.675,"2026-05-02T11:59:36.502Z",11.075,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
156.179,2506.09,2274.41,3737.55,3389.81,8.062,"2026-05-02T11:59:36.502Z",10.821,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
156.434,2507.14,2283.29,3741.08,3401.82,8.56,"2026-05-02T11:59:36.502Z",10.566,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
156.688,2509.54,2294.3,3743.37,3415.51,9.158,"2026-05-02T11:59:36.502Z",10.312,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
156.942,2512.44,2305.1,3746.88,3431.63,9.764,"2026-05-02T11:59:36.502Z",10.058,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
157.196,2513.41,2311.37,3752.45,3449.07,10.255,"2026-05-02T11:59:36.502Z",9.804,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
157.45,2511.67,2307.23,3757.11,3462.21,10.376,"2026-05-02T11:59:36.502Z",9.55000000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
157.705,2507.91,2290.65,3757.88,3463.13,9.906,"2026-05-02T11:59:36.502Z",9.29499999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
157.959,2502.85,2268.62,3754.8,3447.16,8.959,"2026-05-02T11:59:36.502Z",9.041,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
158.213,2498.38,2252.32,3750.11,3420.14,7.97,"2026-05-02T11:59:36.502Z",8.78700000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
158.467,2498.44,2253.46,3747.68,3398.3,7.538,"2026-05-02T11:59:36.502Z",8.53299999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
158.721,2504.5,2275.9,3750.7,3397.15,8.057,"2026-05-02T11:59:36.502Z",8.279,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
158.976,2517.73,2312.81,3757.56,3422.51,9.41,"2026-05-02T11:59:36.502Z",8.024,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
159.23,2553.01,2369.96,3768.8,3473.58,11.268,"2026-05-02T11:59:36.502Z",7.77000000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
159.484,2600.82,2425.43,3804.32,3554.2,12.798,"2026-05-02T11:59:36.502Z",7.51599999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
159.738,2626.9,2442.06,3883.85,3656.23,13.177,"2026-05-02T11:59:36.502Z",7.262,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
159.992,2629.12,2435.55,3971.64,3728.81,12.65,"2026-05-02T11:59:36.502Z",7.00800000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
160.247,2625.6,2428.81,4015.1,3744.84,11.973,"2026-05-02T11:59:36.502Z",6.75299999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
160.501,2624.19,2427.1,4023.86,3739.01,11.644,"2026-05-02T11:59:36.502Z",6.499,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
160.755,2624.95,2432.6,4024.75,3736.47,11.734,"2026-05-02T11:59:36.502Z",6.245,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
161.009,2628.57,2450.49,4026.49,3742.97,12.346,"2026-05-02T11:59:36.502Z",5.99100000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
161.263,2630.37,2460.73,4031.85,3763.18,12.984,"2026-05-02T11:59:36.502Z",5.737,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
161.518,2626.91,2446.66,4038.64,3785.5,12.968,"2026-05-02T11:59:36.502Z",5.482,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
161.772,2622.51,2428.19,4039.51,3782.41,12.381,"2026-05-02T11:59:36.502Z",5.22800000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
162.026,2620.77,2421.02,4034.55,3757.47,11.734,"2026-05-02T11:59:36.502Z",4.97399999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
162.28,2622.92,2430.5,4031.1,3741.24,11.701,"2026-05-02T11:59:36.502Z",4.72,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
162.534,2627.67,2454.54,4032.48,3747.75,12.496,"2026-05-02T11:59:36.502Z",4.46600000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
162.789,2629.75,2467.57,4039.44,3775.99,13.369,"2026-05-02T11:59:36.502Z",4.21100000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
163.043,2627.1,2456.2,4047.52,3804.85,13.539,"2026-05-02T11:59:36.502Z",3.95699999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
163.297,2623.91,2442.61,4049.3,3805.7,13.152,"2026-05-02T11:59:36.502Z",3.703,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
163.551,2623.02,2439.82,4046.22,3787.41,12.74,"2026-05-02T11:59:36.502Z",3.44900000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
163.805,2623.16,2441.61,4045.17,3778.31,12.616,"2026-05-02T11:59:36.502Z",3.19499999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
164.06,2623.25,2442.86,4046.88,3781.02,12.681,"2026-05-02T11:59:36.502Z",2.94,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
164.314,2621.84,2438.98,4049.09,3784.79,12.631,"2026-05-02T11:59:36.502Z",2.68600000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
164.568,2619.25,2429.12,4050.34,3784.07,12.33,"2026-05-02T11:59:36.502Z",2.43199999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
164.822,2618.47,2425.79,4049.33,3775.46,12.068,"2026-05-02T11:59:36.502Z",2.178,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
165.076,2620.94,2436.12,4048.37,3767.83,12.196,"2026-05-02T11:59:36.502Z",1.92400000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
165.331,2621.54,2440.76,4051.6,3775.46,12.441,"2026-05-02T11:59:36.502Z",1.66900000000001,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
165.585,2620.37,2436.01,4056.76,3789.49,12.52,"2026-05-02T11:59:36.502Z",1.41499999999999,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
165.839,2623.4,2451.02,4059.07,3793.3,12.979,"2026-05-02T11:59:36.502Z",1.161,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
166.093,2633.22,2473.87,4061.49,3803.95,13.638,"2026-05-02T11:59:36.502Z",0.907000000000011,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
166.347,2670.04,2520.97,4067.65,3837.17,14.678,"2026-05-02T11:59:36.502Z",0.652999999999992,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
166.602,2697.58,2600.26,4089.61,3891.84,17.23,"2026-05-02T11:59:36.502Z",0.397999999999996,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
166.856,2672.94,2633.91,4152.02,4006.17,20.396,"2026-05-02T11:59:36.502Z",0.144000000000005,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
0.101,3841.34,3901.19,3371.69,3449.26,34.446,"2026-06-02T12:02:36.957Z",0.101,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
0.355,3577.87,3587.48,3581.96,3592.25,31.277,"2026-06-02T12:02:36.957Z",0.355,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
0.609,3508.37,3469.38,3761.82,3698.92,28.085,"2026-06-02T12:02:36.957Z",0.609,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
0.864,3508.61,3424.28,3828.96,3727.81,25.932,"2026-06-02T12:02:36.957Z",0.864,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
