"LAF","ST","AST","REV-ST","REV-AST","TMP","start_time","depth_m","datetime","label","leg"
58.821,3302.69,2908.04,3757.86,3303.58,11.127,"2026-07-02T12:00:27.439Z",58.821,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
59.075,3301.79,2907.09,3758.5,3304.45,11.13,"2026-07-02T12:00:27.439Z",59.075,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
59.329,3302.5,2907.44,3759.04,3304.76,11.118,"2026-07-02T12:00:27.439Z",59.329,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
59.584,3303.72,2908.26,3760.23,3305.65,11.106,"2026-07-02T12:00:27.439Z",59.584,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
59.838,3303.33,2908.05,3761.78,3307,11.11,"2026-07-02T12:00:27.439Z",59.838,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
60.092,3302.41,2907.32,3762.23,3307.45,11.114,"2026-07-02T12:00:27.439Z",60.092,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
60.346,3303.13,2907.62,3761.75,3307.18,11.108,"2026-07-02T12:00:27.439Z",60.346,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
60.6,3303.87,2908.06,3762.36,3307.73,11.102,"2026-07-02T12:00:27.439Z",60.6,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
60.855,3302.66,2907.11,3764.03,3308.92,11.099,"2026-07-02T12:00:27.439Z",60.855,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
61.109,3301.03,2905.98,3764.74,3309.39,11.104,"2026-07-02T12:00:27.439Z",61.109,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
61.363,3301.16,2905.98,3764.75,3309.6,11.106,"2026-07-02T12:00:27.439Z",61.363,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
61.617,3301.5,2906.07,3765.63,3310.67,11.107,"2026-07-02T12:00:27.439Z",61.617,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
61.871,3300.7,2905.14,3766.75,3311.61,11.099,"2026-07-02T12:00:27.439Z",61.871,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
62.126,3300.09,2904.46,3766.97,3311.59,11.09,"2026-07-02T12:00:27.439Z",62.126,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
62.38,3300.25,2904.7,3767,3311.63,11.093,"2026-07-02T12:00:27.439Z",62.38,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
62.634,3299.41,2904.16,3767.29,3312.14,11.105,"2026-07-02T12:00:27.439Z",62.634,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
62.888,3297.78,2902.58,3767.07,3311.96,11.101,"2026-07-02T12:00:27.439Z",62.888,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
63.142,3297.49,2902.16,3766.03,3311.09,11.097,"2026-07-02T12:00:27.439Z",63.142,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
63.397,3298.07,2902.77,3765.68,3311.04,11.107,"2026-07-02T12:00:27.439Z",63.397,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
63.651,3297.81,2902.49,3766.69,3311.98,11.107,"2026-07-02T12:00:27.439Z",63.651,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
63.905,3297.12,2901.92,3767.6,3312.62,11.104,"2026-07-02T12:00:27.439Z",63.905,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
64.159,3297.08,2901.91,3767.82,3312.88,11.106,"2026-07-02T12:00:27.439Z",64.159,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
64.413,3296.83,2901.48,3768.33,3313.62,11.107,"2026-07-02T12:00:27.439Z",64.413,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
64.668,3295.22,2900.01,3769.1,3314.26,11.105,"2026-07-02T12:00:27.439Z",64.668,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
64.922,3293.67,2898.57,3768.83,3313.74,11.096,"2026-07-02T12:00:27.439Z",64.922,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
65.176,3294.06,2898.74,3768.38,3313.2,11.087,"2026-07-02T12:00:27.439Z",65.176,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
65.43,3294.68,2899.15,3769.39,3314.06,11.082,"2026-07-02T12:00:27.439Z",65.43,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
65.684,3293.25,2897.92,3770.65,3315.01,11.079,"2026-07-02T12:00:27.439Z",65.684,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
65.939,3291.88,2896.64,3770.16,3314.58,11.077,"2026-07-02T12:00:27.439Z",65.939,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
66.193,3292.46,2896.88,3769.22,3314.02,11.076,"2026-07-02T12:00:27.439Z",66.193,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
66.447,3292.99,2897.13,3770.09,3314.92,11.073,"2026-07-02T12:00:27.439Z",66.447,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
66.701,3291.95,2896.11,3771.74,3316.23,11.067,"2026-07-02T12:00:27.439Z",66.701,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
66.955,3291.08,2895.57,3771.99,3316.34,11.07,"2026-07-02T12:00:27.439Z",66.955,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
67.21,3291.42,2895.95,3771.49,3315.95,11.074,"2026-07-02T12:00:27.439Z",67.21,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
67.464,3291.68,2895.97,3771.81,3316.24,11.068,"2026-07-02T12:00:27.439Z",67.464,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
67.718,3291.41,2895.64,3772.48,3316.76,11.064,"2026-07-02T12:00:27.439Z",67.718,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
67.972,3291.11,2895.46,3772.72,3317.02,11.067,"2026-07-02T12:00:27.439Z",67.972,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
68.226,3290.55,2895.01,3773.28,3317.63,11.071,"2026-07-02T12:00:27.439Z",68.226,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
68.481,3289.1,2893.61,3774.21,3318.56,11.071,"2026-07-02T12:00:27.439Z",68.481,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
68.735,3288.29,2892.49,3774.51,3319.06,11.065,"2026-07-02T12:00:27.439Z",68.735,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
68.989,3289.09,2892.81,3774.49,3319.3,11.06,"2026-07-02T12:00:27.439Z",68.989,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
69.243,3289.53,2893.21,3775.31,3320.17,11.065,"2026-07-02T12:00:27.439Z",69.243,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
69.497,3288.17,2892.16,3776.45,3320.95,11.063,"2026-07-02T12:00:27.439Z",69.497,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
69.752,3286.62,2890.8,3776.16,3320.48,11.058,"2026-07-02T12:00:27.439Z",69.752,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
70.006,3286.32,2890.62,3774.87,3319.58,11.066,"2026-07-02T12:00:27.439Z",70.006,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
70.26,3286.57,2890.97,3774.31,3319.3,11.075,"2026-07-02T12:00:27.439Z",70.26,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
70.514,3285.99,2890.5,3774.25,3319.16,11.074,"2026-07-02T12:00:27.439Z",70.514,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
70.768,3285.71,2889.87,3773.99,3318.53,11.053,"2026-07-02T12:00:27.439Z",70.768,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
71.023,3286.5,2889.75,3774.29,3317.78,11.004,"2026-07-02T12:00:27.439Z",71.023,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
71.277,3286.53,2889.04,3775.56,3317.26,10.941,"2026-07-02T12:00:27.439Z",71.277,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
71.531,3285.25,2888.07,3776.58,3316.97,10.916,"2026-07-02T12:00:27.439Z",71.531,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
71.785,3285.16,2888.25,3776.92,3317.22,10.922,"2026-07-02T12:00:27.439Z",71.785,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
72.039,3286.31,2889.16,3777.79,3318.37,10.929,"2026-07-02T12:00:27.439Z",72.039,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
72.294,3285.68,2888.63,3779.13,3319.67,10.933,"2026-07-02T12:00:27.439Z",72.294,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
72.548,3283.75,2886.88,3779.15,3319.68,10.931,"2026-07-02T12:00:27.439Z",72.548,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
72.802,3282.92,2886.09,3777.95,3318.92,10.937,"2026-07-02T12:00:27.439Z",72.802,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
73.056,3283.15,2886.33,3777.7,3319.06,10.947,"2026-07-02T12:00:27.439Z",73.056,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
73.31,3283.39,2886.58,3778.72,3320.04,10.95,"2026-07-02T12:00:27.439Z",73.31,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
73.565,3283.99,2886.95,3779.52,3320.8,10.947,"2026-07-02T12:00:27.439Z",73.565,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
73.819,3284.73,2887.51,3780.08,3321.49,10.949,"2026-07-02T12:00:27.439Z",73.819,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
74.073,3284.38,2887.24,3781.25,3322.65,10.954,"2026-07-02T12:00:27.439Z",74.073,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
74.327,3282.92,2885.81,3782.05,3323.43,10.952,"2026-07-02T12:00:27.439Z",74.327,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
74.581,3282.23,2885.09,3781.69,3323.17,10.95,"2026-07-02T12:00:27.439Z",74.581,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
74.836,3282.42,2885.36,3781.57,3323.1,10.953,"2026-07-02T12:00:27.439Z",74.836,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
75.09,3281,2884.13,3782.39,3323.78,10.953,"2026-07-02T12:00:27.439Z",75.09,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
75.344,3278.41,2881.77,3782.17,3323.59,10.951,"2026-07-02T12:00:27.439Z",75.344,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
75.598,3278.09,2881.3,3780.58,3322.36,10.95,"2026-07-02T12:00:27.439Z",75.598,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
75.852,3279.44,2882.46,3780.34,3322.34,10.953,"2026-07-02T12:00:27.439Z",75.852,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
76.107,3278.74,2882.04,3782.42,3323.95,10.954,"2026-07-02T12:00:27.439Z",76.107,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
76.361,3276.72,2880.41,3783.45,3324.42,10.947,"2026-07-02T12:00:27.439Z",76.361,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
76.615,3276.43,2879.93,3781.91,3323.06,10.94,"2026-07-02T12:00:27.439Z",76.615,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
76.869,3276.57,2879.91,3780.98,3322.55,10.944,"2026-07-02T12:00:27.439Z",76.869,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
77.123,3274.5,2878.25,3781.73,3323.18,10.948,"2026-07-02T12:00:27.439Z",77.123,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
77.378,3272.29,2876.16,3781.72,3322.97,10.939,"2026-07-02T12:00:27.439Z",77.378,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
77.632,3272.54,2876.2,3780.89,3322.4,10.937,"2026-07-02T12:00:27.439Z",77.632,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
77.886,3272.83,2876.55,3781.54,3323.18,10.945,"2026-07-02T12:00:27.439Z",77.886,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
78.14,3270.97,2875.11,3782.71,3324.11,10.948,"2026-07-02T12:00:27.439Z",78.14,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
78.394,3269.31,2873.73,3781.97,3323.4,10.949,"2026-07-02T12:00:27.439Z",78.394,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
78.649,3269.94,2874.02,3780.89,3322.76,10.949,"2026-07-02T12:00:27.439Z",78.649,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
78.903,3270.2,2874.14,3782.18,3324.01,10.949,"2026-07-02T12:00:27.439Z",78.903,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
79.157,3268.81,2872.88,3783.96,3325.35,10.942,"2026-07-02T12:00:27.439Z",79.157,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
79.411,3268.49,2872.46,3783.71,3324.87,10.931,"2026-07-02T12:00:27.439Z",79.411,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
79.665,3269.71,2873.35,3783.08,3324.17,10.923,"2026-07-02T12:00:27.439Z",79.665,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
79.92,3269.51,2873.29,3783.76,3324.76,10.926,"2026-07-02T12:00:27.439Z",79.92,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
80.174,3267.67,2871.77,3784.11,3325.24,10.933,"2026-07-02T12:00:27.439Z",80.174,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
80.428,3266.75,2870.88,3783.58,3324.91,10.934,"2026-07-02T12:00:27.439Z",80.428,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
80.682,3266.53,2870.81,3783.72,3325.12,10.939,"2026-07-02T12:00:27.439Z",80.682,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
80.936,3265.76,2870.17,3784.9,3326.05,10.938,"2026-07-02T12:00:27.439Z",80.936,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
81.191,3265.2,2869.45,3785.49,3326.55,10.931,"2026-07-02T12:00:27.439Z",81.191,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
81.445,3265.57,2869.45,3785.47,3326.74,10.927,"2026-07-02T12:00:27.439Z",81.445,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
81.699,3265.82,2869.49,3786.3,3327.72,10.928,"2026-07-02T12:00:27.439Z",81.699,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
81.953,3265.27,2868.81,3787.41,3328.74,10.923,"2026-07-02T12:00:27.439Z",81.953,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
82.207,3265.64,2868.89,3787.17,3328.74,10.921,"2026-07-02T12:00:27.439Z",82.207,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
82.462,3267.92,2870.44,3787.24,3328.92,10.911,"2026-07-02T12:00:27.439Z",82.462,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
82.716,3266.88,2869.93,3787.89,3330.11,10.939,"2026-07-02T12:00:27.439Z",82.716,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
82.97,3239.74,2851.2,3786.23,3333.24,11.204,"2026-07-02T12:00:27.439Z",82.97,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
83.224,3133.5,2769.69,3801.85,3355.32,11.777,"2026-07-02T12:00:27.439Z",83.224,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
83.478,2995.27,2653.31,3881.59,3430.23,12.073,"2026-07-02T12:00:27.439Z",83.478,2026-07-02 12:00:27.439,"2026-07-02 12:00","down"
83.733,2925.29,2586.72,4023.47,3549.3,11.774,"2026-07-02T12:00:27.439Z",83.267,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
83.987,2918.54,2571.82,4137.53,3638.68,11.223,"2026-07-02T12:00:27.439Z",83.013,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
84.241,2921.53,2570.53,4178.86,3669.26,10.964,"2026-07-02T12:00:27.439Z",82.759,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
84.495,2920.32,2569.16,4183.6,3672.58,10.935,"2026-07-02T12:00:27.439Z",82.505,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
84.749,2920.21,2569.13,4181.66,3671.32,10.947,"2026-07-02T12:00:27.439Z",82.251,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
85.004,2920.5,2569.18,4180.64,3671.13,10.957,"2026-07-02T12:00:27.439Z",81.996,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
85.258,2918.74,2567.69,4180.53,3671.5,10.969,"2026-07-02T12:00:27.439Z",81.742,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
85.512,2918.06,2566.66,4179.74,3670.86,10.957,"2026-07-02T12:00:27.439Z",81.488,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
85.766,2918.48,2566.9,4179.42,3670.54,10.952,"2026-07-02T12:00:27.439Z",81.234,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
86.02,2918.56,2567.07,4180.5,3671.55,10.956,"2026-07-02T12:00:27.439Z",80.98,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
86.275,2917.89,2566.72,4181.23,3672.54,10.972,"2026-07-02T12:00:27.439Z",80.725,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
86.529,2918.54,2567.1,4181.2,3673.11,10.979,"2026-07-02T12:00:27.439Z",80.471,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
86.783,2919.65,2567.82,4182.69,3674.49,10.972,"2026-07-02T12:00:27.439Z",80.217,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
87.037,2918.75,2567.25,4185.66,3676.52,10.966,"2026-07-02T12:00:27.439Z",79.963,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
87.291,2917.01,2565.97,4187.05,3677.34,10.966,"2026-07-02T12:00:27.439Z",79.709,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
87.546,2916.94,2565.91,4186.57,3677,10.967,"2026-07-02T12:00:27.439Z",79.454,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
87.8,2917.27,2565.97,4186.99,3677.52,10.963,"2026-07-02T12:00:27.439Z",79.2,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
88.054,2916.13,2564.96,4188.05,3678.49,10.964,"2026-07-02T12:00:27.439Z",78.946,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
88.308,2915.28,2564.28,4187.6,3678.3,10.971,"2026-07-02T12:00:27.439Z",78.692,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
88.562,2915.64,2564.62,4186.97,3678.07,10.979,"2026-07-02T12:00:27.439Z",78.438,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
88.817,2915.75,2564.58,4188.29,3679.2,10.974,"2026-07-02T12:00:27.439Z",78.183,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
89.071,2914.9,2563.58,4189.73,3680.3,10.962,"2026-07-02T12:00:27.439Z",77.929,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
89.325,2915.38,2563.67,4189.46,3680.15,10.953,"2026-07-02T12:00:27.439Z",77.675,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
89.579,2916.76,2564.94,4189.77,3680.38,10.954,"2026-07-02T12:00:27.439Z",77.421,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
89.833,2916.44,2565.03,4191.87,3681.93,10.959,"2026-07-02T12:00:27.439Z",77.167,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
90.088,2914.67,2563.64,4192.81,3682.72,10.964,"2026-07-02T12:00:27.439Z",76.912,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
90.342,2914.16,2563.26,4191.56,3682.07,10.976,"2026-07-02T12:00:27.439Z",76.658,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
90.596,2914.87,2563.76,4191.17,3682.12,10.981,"2026-07-02T12:00:27.439Z",76.404,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
90.85,2914.25,2563.15,4192.57,3683.33,10.979,"2026-07-02T12:00:27.439Z",76.15,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
91.104,2912.94,2561.81,4192.96,3683.68,10.973,"2026-07-02T12:00:27.439Z",75.896,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
91.359,2912.96,2561.72,4192,3682.97,10.972,"2026-07-02T12:00:27.439Z",75.641,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
91.613,2913.25,2562.05,4192.3,3683.3,10.976,"2026-07-02T12:00:27.439Z",75.387,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
91.867,2912.09,2561.02,4193.52,3684.34,10.975,"2026-07-02T12:00:27.439Z",75.133,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
92.121,2910.66,2559.71,4193.24,3683.96,10.97,"2026-07-02T12:00:27.439Z",74.879,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
92.375,2910.66,2559.65,4192.13,3682.95,10.967,"2026-07-02T12:00:27.439Z",74.625,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
92.63,2910.71,2559.64,4192.41,3683.19,10.966,"2026-07-02T12:00:27.439Z",74.37,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
92.884,2909.48,2558.58,4193.16,3683.87,10.967,"2026-07-02T12:00:27.439Z",74.116,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
93.138,2908.18,2557.53,4192.32,3683.36,10.975,"2026-07-02T12:00:27.439Z",73.862,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
93.392,2908.21,2557.64,4190.99,3682.56,10.986,"2026-07-02T12:00:27.439Z",73.608,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
93.646,2907.87,2557.61,4191.34,3682.99,10.998,"2026-07-02T12:00:27.439Z",73.354,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
93.901,2906.47,2556.63,4192.31,3683.71,11.003,"2026-07-02T12:00:27.439Z",73.099,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
94.155,2906.12,2556.01,4192.06,3683.55,10.994,"2026-07-02T12:00:27.439Z",72.845,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
94.409,2907.03,2556.12,4192.09,3683.69,10.974,"2026-07-02T12:00:27.439Z",72.591,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
94.663,2906.65,2555.63,4193.77,3684.93,10.963,"2026-07-02T12:00:27.439Z",72.337,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
94.917,2904.99,2554.46,4194.86,3685.51,10.964,"2026-07-02T12:00:27.439Z",72.083,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
95.172,2904.49,2554.09,4194,3684.65,10.964,"2026-07-02T12:00:27.439Z",71.828,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
95.426,2905.06,2554.21,4193.52,3684.3,10.954,"2026-07-02T12:00:27.439Z",71.574,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
95.68,2904.67,2554.11,4194.68,3685.59,10.967,"2026-07-02T12:00:27.439Z",71.32,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
95.934,2903.91,2554.05,4196.12,3687.89,11.011,"2026-07-02T12:00:27.439Z",71.066,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
96.188,2904.66,2554.87,4197.36,3690.72,11.056,"2026-07-02T12:00:27.439Z",70.812,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
96.443,2905.37,2555.43,4199.33,3693.53,11.078,"2026-07-02T12:00:27.439Z",70.557,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
96.697,2903.96,2554.16,4200.99,3695.03,11.078,"2026-07-02T12:00:27.439Z",70.303,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
96.951,2902.45,2552.73,4200.75,3694.75,11.073,"2026-07-02T12:00:27.439Z",70.049,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
97.205,2902.65,2552.93,4200.17,3694.37,11.077,"2026-07-02T12:00:27.439Z",69.795,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
97.459,2903.02,2553.11,4201.19,3695.34,11.074,"2026-07-02T12:00:27.439Z",69.541,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
97.714,2902.34,2552.4,4202.19,3696.3,11.072,"2026-07-02T12:00:27.439Z",69.286,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
97.968,2902.21,2552.37,4201.65,3696.12,11.081,"2026-07-02T12:00:27.439Z",69.032,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
98.222,2903.34,2553.45,4201.55,3696.36,11.091,"2026-07-02T12:00:27.439Z",68.778,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
98.476,2903.1,2553.41,4203.18,3697.82,11.098,"2026-07-02T12:00:27.439Z",68.524,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
98.73,2901.57,2552.01,4204.1,3698.59,11.095,"2026-07-02T12:00:27.439Z",68.27,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
98.985,2901.83,2551.85,4203.55,3698.17,11.084,"2026-07-02T12:00:27.439Z",68.015,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
99.239,2902.78,2552.61,4204.31,3698.79,11.08,"2026-07-02T12:00:27.439Z",67.761,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
99.493,2901.75,2552.03,4206.65,3700.61,11.085,"2026-07-02T12:00:27.439Z",67.507,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
99.747,2900.03,2550.78,4207.42,3701.2,11.092,"2026-07-02T12:00:27.439Z",67.253,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
100.001,2900.21,2550.94,4206.35,3700.6,11.1,"2026-07-02T12:00:27.439Z",66.999,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
100.256,2901.37,2551.8,4206.55,3701.1,11.102,"2026-07-02T12:00:27.439Z",66.744,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
100.51,2901.08,2551.59,4208.34,3702.63,11.103,"2026-07-02T12:00:27.439Z",66.49,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
100.764,2900.18,2550.87,4209.08,3703.27,11.105,"2026-07-02T12:00:27.439Z",66.236,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
101.018,2900.81,2551.31,4209.11,3703.52,11.106,"2026-07-02T12:00:27.439Z",65.982,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
101.272,2901.49,2551.89,4210.83,3704.96,11.104,"2026-07-02T12:00:27.439Z",65.728,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
101.526,2900.54,2551.12,4212.97,3706.6,11.1,"2026-07-02T12:00:27.439Z",65.474,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
101.781,2899.84,2550.35,4212.8,3706.78,11.103,"2026-07-02T12:00:27.439Z",65.219,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
102.035,2900.28,2550.81,4211.87,3706.49,11.117,"2026-07-02T12:00:27.439Z",64.965,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
102.289,2899.87,2550.49,4212.61,3707.21,11.12,"2026-07-02T12:00:27.439Z",64.711,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
102.543,2898.02,2548.59,4213.28,3707.51,11.104,"2026-07-02T12:00:27.439Z",64.457,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
102.797,2897.25,2547.67,4212.07,3706.33,11.094,"2026-07-02T12:00:27.439Z",64.203,2026-07-02 12:00:27.439,"2026-07-02 12:00","up"
