"LAF","ST","AST","REV-ST","REV-AST","TMP","start_time","datetime","label","leg","depth_m","depth_ft"
51.195,3272.72,2761.22,3745.15,3158.3,11.189,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",43.195,141.7158838
51.449,3271.22,2760.04,3744.77,3157.91,11.19,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",43.449,142.54921716
51.703,3271.39,2759.98,3743.81,3157.25,11.188,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",43.703,143.38255052
51.958,3272.4,2760.64,3743.91,3157.34,11.183,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",43.958,144.21916472
52.212,3271.83,2760.38,3744.58,3157.85,11.188,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",44.212,145.05249808
52.466,3270.56,2759.42,3744.39,3157.83,11.195,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",44.466,145.88583144
52.72,3270.61,2759.15,3744.08,3157.79,11.191,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",44.72,146.7191648
52.974,3270.97,2759.42,3744.9,3158.55,11.192,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",44.974,147.55249816
53.229,3270.01,2758.89,3745.77,3159.15,11.197,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",45.229,148.38911236
53.483,3269.27,2758.21,3745.7,3159.1,11.196,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",45.483,149.22244572
53.737,3269.87,2758.33,3745.85,3159.39,11.188,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",45.737,150.05577908
53.991,3269.78,2758.1,3746.86,3160.14,11.181,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",45.991,150.88911244
54.245,3268.27,2756.91,3747.14,3160.26,11.18,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",46.245,151.7224458
54.5,3267.7,2756.33,3746.52,3159.84,11.18,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",46.5,152.55906
54.754,3268.84,2757.09,3747.08,3160.39,11.176,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",46.754,153.39239336
55.008,3268.84,2757.03,3748.86,3161.83,11.173,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",47.008,154.22572672
55.262,3266.63,2755.4,3749.51,3162.39,11.18,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",47.262,155.05906008
55.516,3265.11,2754.15,3749,3162.14,11.186,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",47.516,155.89239344
55.771,3265.46,2754.43,3749.17,3162.72,11.196,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",47.771,156.72900764
56.025,3265.76,2755.82,3750.13,3164.32,11.252,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",48.025,157.562341
56.279,3265.37,2757.14,3750.68,3166.12,11.338,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",48.279,158.39567436
56.533,3265.37,2758.2,3750.91,3167.92,11.412,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",48.533,159.22900772
56.787,3265.62,2758.64,3751.88,3169.68,11.444,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",48.787,160.06234108
57.042,3264.89,2757.84,3752.9,3170.63,11.441,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",49.042,160.89895528
57.296,3264.09,2757.08,3752.75,3170.43,11.437,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",49.296,161.73228864
57.55,3264.53,2757.54,3752.7,3170.45,11.441,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",49.55,162.565622
57.804,3264.77,2757.79,3753.95,3171.51,11.442,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",49.804,163.39895536
58.058,3263.29,2756.56,3755.08,3172.3,11.439,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",50.058,164.23228872
58.313,3261.88,2755.22,3754.79,3172.08,11.435,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",50.313,165.06890292
58.567,3261.77,2754.92,3754.42,3172.12,11.438,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",50.567,165.90223628
58.821,3261.25,2754.33,3755.1,3172.94,11.44,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",50.821,166.73556964
59.075,3260.27,2753.51,3755.8,3173.48,11.439,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",51.075,167.568903
59.329,3260.93,2754.21,3756.31,3173.9,11.443,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",51.329,168.40223636
59.584,3262.85,2755.67,3757.9,3175.28,11.439,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",51.584,169.23885056
59.838,3263.21,2756.04,3760.01,3177.08,11.441,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",51.838,170.07218392
60.092,3262.62,2755.61,3760.85,3177.89,11.446,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",52.092,170.90551728
60.346,3263.19,2755.78,3760.87,3178.06,11.441,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",52.346,171.73885064
60.6,3264.46,2756.53,3761.92,3178.98,11.432,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",52.6,172.572184
60.855,3263.82,2756.39,3763.52,3180.21,11.44,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",52.855,173.4087982
61.109,3262.28,2755.4,3763.94,3180.48,11.448,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",53.109,174.24213156
61.363,3261.5,2754.76,3763.89,3180.39,11.447,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",53.363,175.07546492
61.617,3261.15,2754.41,3764.84,3181.05,11.442,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",53.617,175.90879828
61.871,3260.44,2753.76,3765.69,3181.83,11.442,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",53.871,176.74213164
62.126,3260.15,2753.28,3765.51,3181.93,11.442,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",54.126,177.57874584
62.38,3260.52,2753.46,3765.36,3182.07,11.444,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",54.38,178.4120792
62.634,3260.19,2753.12,3765.82,3182.59,11.446,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",54.634,179.24541256
62.888,3258.81,2751.75,3765.74,3182.45,11.438,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",54.888,180.07874592
63.142,3258.57,2751.35,3765.14,3181.87,11.43,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",55.142,180.91207928
63.397,3259.41,2752.11,3765.58,3182.4,11.435,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",55.397,181.74869348
63.651,3259.68,2752.36,3766.89,3183.65,11.44,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",55.651,182.58202684
63.905,3259.25,2752.07,3767.27,3183.97,11.442,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",55.905,183.4153602
64.159,3259.62,2752.36,3767.02,3183.78,11.442,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",56.159,184.24869356
64.413,3260.39,2752.9,3767.66,3184.17,11.435,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",56.413,185.08202692
64.668,3259.55,2752.42,3768.45,3184.42,11.431,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",56.668,185.91864112
64.922,3257.69,2750.93,3767.79,3183.79,11.431,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",56.922,186.75197448
65.176,3257.39,2750.3,3766.89,3183.39,11.429,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",57.176,187.58530784
65.43,3257.93,2750.42,3767.61,3184.1,11.422,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",57.43,188.4186412
65.684,3256.39,2749.2,3768.74,3184.89,11.42,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",57.684,189.25197456
65.939,3254.1,2747.49,3768.4,3184.53,11.425,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",57.939,190.08858876
66.193,3253.99,2747.1,3768.01,3184.35,11.419,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",58.193,190.92192212
66.447,3254.55,2747.14,3769.21,3185.44,11.408,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",58.447,191.75525548
66.701,3253.6,2746.24,3770.45,3186.44,11.404,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",58.701,192.58858884
66.955,3252.51,2745.37,3770.28,3186.4,11.408,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",58.955,193.4219222
67.21,3252.24,2745.21,3770.14,3186.36,11.412,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",59.21,194.2585364
67.464,3251.86,2745.12,3770.82,3186.91,11.419,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",59.464,195.09186976
67.718,3251.14,2744.57,3771.18,3187.25,11.422,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",59.718,195.92520312
67.972,3251.08,2744.32,3771.05,3187.22,11.418,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",59.972,196.75853648
68.226,3251.33,2744.17,3771.67,3187.54,11.401,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",60.226,197.59186984
68.481,3250.56,2743.39,3772.62,3188.08,11.39,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",60.481,198.42848404
68.735,3249.33,2742.57,3772.47,3188.1,11.401,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",60.735,199.2618174
68.989,3249.3,2742.48,3772.01,3188.04,11.407,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",60.989,200.09515076
69.243,3249.46,2742.42,3772.77,3188.72,11.403,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",61.243,200.92848412
69.497,3248.24,2741.52,3773.7,3189.32,11.402,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",61.497,201.76181748
69.752,3246.77,2740.41,3773.09,3188.86,11.407,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",61.752,202.59843168
70.006,3246.23,2739.91,3771.85,3188.14,11.414,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",62.006,203.43176504
70.26,3246.03,2739.41,3771.67,3188.17,11.409,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",62.26,204.2650984
70.514,3245.04,2738.38,3772.24,3188.55,11.4,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",62.514,205.09843176
70.768,3244.7,2737.31,3772.66,3188.44,11.364,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",62.768,205.93176512
71.023,3245.17,2736.13,3773.25,3187.66,11.282,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",63.023,206.76837932
71.277,3245.05,2734.9,3774.2,3186.46,11.195,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",63.277,207.60171268
71.531,3244.47,2734.11,3774.6,3185.38,11.149,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",63.531,208.43504604
71.785,3244.64,2734.43,3774.52,3185.21,11.151,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",63.785,209.2683794
72.039,3245.31,2735.3,3775.38,3186.38,11.172,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",64.039,210.10171276
72.294,3244.71,2735.27,3777.06,3187.95,11.19,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",64.294,210.93832696
72.548,3243.05,2734.04,3777.34,3188.3,11.199,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",64.548,211.77166032
72.802,3242.15,2733.25,3776.13,3187.82,11.212,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",64.802,212.60499368
73.056,3242.57,2733.51,3775.84,3188.16,11.225,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",65.056,213.43832704
73.31,3242.97,2733.88,3776.88,3189.36,11.234,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",65.31,214.2716604
73.565,3243.17,2734.08,3778.07,3190.57,11.24,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",65.565,215.1082746
73.819,3243.64,2734.35,3779.54,3191.79,11.236,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",65.819,215.94160796
74.073,3243.19,2733.88,3781.38,3193.13,11.228,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",66.073,216.77494132
74.327,3241.15,2732.16,3782.22,3193.6,11.221,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",66.327,217.60827468
74.581,3239.61,2730.7,3781.61,3193.03,11.215,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",66.581,218.44160804
74.836,3239.49,2730.75,3781.42,3193.01,11.223,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",66.836,219.27822224
75.09,3238.28,2730.07,3782.19,3193.61,11.232,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",67.09,220.1115556
75.344,3235.64,2727.81,3781.75,3193.06,11.227,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",67.344,220.94488896
75.598,3235.21,2726.92,3780,3191.74,11.215,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",67.598,221.77822232
75.852,3236.91,2728,3780.11,3192.01,11.208,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",67.852,222.61155568
76.107,3236.9,2727.98,3782.01,3193.55,11.206,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",68.107,223.44816988
76.361,3234.92,2726.46,3782.37,3193.76,11.208,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",68.361,224.28150324
76.615,3234.2,2725.86,3781.23,3192.85,11.21,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",68.615,225.1148366
76.869,3234.59,2726.28,3781.32,3192.91,11.213,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",68.869,225.94816996
77.123,3233.53,2725.63,3782.01,3193.4,11.217,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",69.123,226.78150332
77.378,3232.03,2724.33,3781.05,3192.68,11.219,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",69.378,227.61811752
77.632,3232.3,2724.32,3779.75,3191.77,11.216,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",69.632,228.45145088
77.886,3232.88,2724.72,3780.43,3192.45,11.216,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",69.886,229.28478424
78.14,3231.17,2723.42,3781.41,3193.2,11.219,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",70.14,230.1181176
78.394,3229.46,2721.94,3780.43,3192.36,11.217,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",70.394,230.95145096
78.649,3230.48,2722.62,3779.7,3191.95,11.217,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",70.649,231.78806516
78.903,3231.76,2723.67,3781.29,3193.34,11.218,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",70.903,232.62139852
79.157,3230.55,2722.49,3782.9,3194.53,11.208,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",71.157,233.45473188
79.411,3229.4,2721.1,3782.86,3194.41,11.193,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",71.411,234.28806524
79.665,3230.22,2721.54,3783.09,3194.67,11.187,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",71.665,235.1213986
79.92,3230.15,2721.61,3784.3,3195.75,11.193,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",71.92,235.9580128
80.174,3227.89,2720.13,3784.56,3196.14,11.21,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",72.174,236.79134616
80.428,3226.02,2718.76,3783.83,3195.65,11.22,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",72.428,237.62467952
80.682,3225.68,2718.28,3783.9,3195.84,11.217,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",72.682,238.45801288
80.936,3225.26,2717.82,3785.04,3196.97,11.218,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",72.936,239.29134624
81.191,3224.35,2717.06,3786,3198.04,11.225,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",73.191,240.12796044
81.445,3224.91,2717.31,3786.92,3198.89,11.22,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",73.445,240.9612938
81.699,3225.86,2718.05,3788.51,3200.02,11.213,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",73.699,241.79462716
81.953,3225.16,2717.37,3789.72,3200.82,11.204,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",73.953,242.62796052
82.207,3224.67,2716.6,3789.96,3200.98,11.192,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",74.207,243.46129388
82.462,3226.29,2717.32,3791.16,3201.96,11.171,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",74.462,244.29790808
82.716,3226.25,2717.36,3792.34,3203.92,11.199,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",74.716,245.13124144
82.97,3207.32,2704.71,3790.9,3207.87,11.436,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",74.97,245.9645748
83.224,3115.99,2638.36,3811.22,3232.68,11.975,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",75.224,246.79790816
83.478,2974.98,2526.6,3896.82,3307.86,12.296,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","down",75.478,247.63124152
83.733,2891.53,2452.8,4031.1,3414.28,12.009,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",75.267,246.93898428
83.987,2878.33,2433.09,4126.4,3484.88,11.471,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",75.013,246.10565092
84.241,2882.63,2431.6,4156.35,3505.66,11.187,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",74.759,245.27231756
84.495,2882.06,2430.41,4158.55,3507,11.15,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",74.505,244.4389842
84.749,2881.71,2430.3,4156.73,3506.03,11.17,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",74.251,243.60565084
85.004,2882.15,2430.68,4156.58,3506.37,11.181,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",73.996,242.76903664
85.258,2880.51,2429.71,4157.26,3506.91,11.195,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",73.742,241.93570328
85.512,2879.33,2428.51,4156.92,3506.78,11.191,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",73.488,241.10236992
85.766,2879.37,2428.32,4156.88,3507.12,11.193,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",73.234,240.26903656
86.02,2879.8,2428.5,4157.94,3508.24,11.192,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",72.98,239.4357032
86.275,2879.43,2428.22,4158.9,3509.25,11.198,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",72.725,238.599089
86.529,2880.29,2428.8,4159.93,3510.32,11.197,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",72.471,237.76575564
86.783,2881.86,2430.27,4162.54,3512.25,11.196,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",72.217,236.93242228
87.037,2882.11,2430.68,4165.67,3514.23,11.187,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",71.963,236.09908892
87.291,2880.97,2429.74,4166.52,3514.66,11.181,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",71.709,235.26575556
87.546,2880.79,2429.69,4165.9,3514.37,11.19,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",71.454,234.42914136
87.8,2881.25,2430.09,4166.54,3515.17,11.197,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",71.2,233.595808
88.054,2880.51,2429.32,4167.45,3515.93,11.191,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",70.946,232.76247464
88.308,2879.69,2428.45,4166.81,3515.38,11.185,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",70.692,231.92914128
88.562,2880.35,2428.94,4166.05,3514.94,11.188,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",70.438,231.09580792
88.817,2880.72,2429.34,4166.57,3515.54,11.195,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",70.183,230.25919372
89.071,2879.55,2428.45,4166.77,3515.82,11.2,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",69.929,229.42586036
89.325,2879.38,2428.01,4166.15,3515.5,11.195,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",69.675,228.592527
89.579,2880.63,2428.99,4167.03,3516.25,11.193,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",69.421,227.75919364
89.833,2880.66,2429.25,4169.5,3517.98,11.192,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",69.167,226.92586028
90.088,2878.91,2427.86,4170.21,3518.44,11.192,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",68.912,226.08924608
90.342,2878.2,2427.05,4168.78,3517.59,11.193,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",68.658,225.25591272
90.596,2879.01,2427.56,4168.62,3517.71,11.193,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",68.404,224.42257936
90.85,2878.68,2427.33,4170.12,3518.79,11.19,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",68.15,223.589246
91.104,2877.4,2426.38,4170.45,3518.94,11.192,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",67.896,222.75591264
91.359,2877.69,2426.46,4169.94,3518.69,11.19,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",67.641,221.91929844
91.613,2878.4,2426.98,4170.85,3519.54,11.19,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",67.387,221.08596508
91.867,2877.23,2426.35,4171.9,3520.33,11.2,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",67.133,220.25263172
92.121,2875.37,2424.98,4171.14,3519.73,11.208,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",66.879,219.41929836
92.375,2875.06,2424.51,4170.04,3519.02,11.206,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",66.625,218.585965
92.63,2874.96,2424.34,4170.62,3519.64,11.205,"2026-07-06T23:04:31.382Z",2026-07-06 20:04:31.382,"2026-07-06 20:04","up",66.37,217.7493508
