LAF,ST,AST,REV-ST,REV-AST,TMP,start_time,depth_m,datetime,label,leg,depth_ft
74.073,3219.63,2824.74,3632.69,3187.76,11.063,2026-07-06T13:50:05.518Z,65.073,2026-07-06T13:50:05Z,2026-07-06 13:50,down,213.49410131999997
74.073,3123.19,2739.47,3788.97,3320.02,11.011,2026-07-06T14:02:09.395Z,65.073,2026-07-06T14:02:09Z,2026-07-06 14:02,down,213.49410131999997
74.073,3175.43,2781.96,3612.13,3165.59,11.029,2026-07-06T14:14:13.100Z,65.073,2026-07-06T14:14:13Z,2026-07-06 14:14,down,213.49410131999997
74.073,3282.86,2877.21,3688.8,3230.54,11.077,2026-07-06T14:26:15.929Z,65.073,2026-07-06T14:26:15Z,2026-07-06 14:26,down,213.49410131999997
74.073,3170.99,2775.29,3609.48,3157.71,10.96,2026-07-06T14:38:18.868Z,65.073,2026-07-06T14:38:18Z,2026-07-06 14:38,down,213.49410131999997
74.073,3281.08,2869.35,3631.15,3177.87,10.988,2026-07-06T14:50:21.666Z,65.073,2026-07-06T14:50:21Z,2026-07-06 14:50,down,213.49410131999997
74.073,3154.82,2761.35,3814,3336.65,11.084,2026-07-06T15:02:24.183Z,65.073,2026-07-06T15:02:24Z,2026-07-06 15:02,down,213.49410131999997
74.073,3218.25,2813.13,3721.36,3251.71,11.012,2026-07-06T15:14:27.137Z,65.073,2026-07-06T15:14:27Z,2026-07-06 15:14,down,213.49410131999997
74.073,3349.3,2926.63,3647.98,3189.15,11.122,2026-07-06T15:26:29.701Z,65.073,2026-07-06T15:26:29Z,2026-07-06 15:26,down,213.49410131999997
74.073,3271.68,2856.71,3807.41,3322.37,11.037,2026-07-06T15:38:33.062Z,65.073,2026-07-06T15:38:33Z,2026-07-06 15:38,down,213.49410131999997
74.073,3210.87,2799.83,4006.8,3496.16,11.045,2026-07-06T15:50:36.423Z,65.073,2026-07-06T15:50:36Z,2026-07-06 15:50,down,213.49410131999997
74.073,3345.46,2916.98,3859.15,3363.63,11.12,2026-07-06T16:02:39.502Z,65.073,2026-07-06T16:02:39Z,2026-07-06 16:02,down,213.49410131999997
74.073,3329.07,2897.77,3848.04,3348.01,11.02,2026-07-06T16:14:43.551Z,65.073,2026-07-06T16:14:43Z,2026-07-06 16:14,down,213.49410131999997
74.073,3400.58,2955.96,3945.5,3429.74,11.02,2026-07-06T16:26:47.146Z,65.073,2026-07-06T16:26:47Z,2026-07-06 16:26,down,213.49410131999997
74.073,3395.08,2950.41,3955.85,3437.24,11.147,2026-07-06T16:38:50.288Z,65.073,2026-07-06T16:38:50Z,2026-07-06 16:38,down,213.49410131999997
74.073,3459.43,3000.83,3933.85,3411.39,11.068,2026-07-06T16:50:53.618Z,65.073,2026-07-06T16:50:53Z,2026-07-06 16:50,down,213.49410131999997
74.073,3419.83,2960.35,3860.38,3344.3,11.051,2026-07-06T17:02:56.854Z,65.073,2026-07-06T17:02:56Z,2026-07-06 17:02,down,213.49410131999997
74.073,3427.11,2965.34,3955.35,3423.36,11.162,2026-07-06T17:15:00.465Z,65.073,2026-07-06T17:15:00Z,2026-07-06 17:15,down,213.49410131999997
74.073,3333.47,2878.96,3802.76,3283.51,11.085,2026-07-06T17:27:03.326Z,65.073,2026-07-06T17:27:03Z,2026-07-06 17:27,down,213.49410131999997
74.073,3296,2840.13,3709.52,3200.59,11.085,2026-07-06T17:39:06.077Z,65.073,2026-07-06T17:39:06Z,2026-07-06 17:39,down,213.49410131999997
74.073,3228.34,2781.29,3725.19,3207.57,11.168,2026-07-06T17:51:08.515Z,65.073,2026-07-06T17:51:08Z,2026-07-06 17:51,down,213.49410131999997
74.073,3217.95,2765.72,3577.97,3075.05,11.075,2026-07-06T18:03:11.986Z,65.073,2026-07-06T18:03:11Z,2026-07-06 18:03,down,213.49410131999997
74.073,3237.9,2777.6,3649.89,3134.51,11.127,2026-07-06T18:15:15.065Z,65.073,2026-07-06T18:15:15Z,2026-07-06 18:15,down,213.49410131999997
74.073,3073.76,2635.48,3702.65,3176.25,11.185,2026-07-06T18:27:18.379Z,65.073,2026-07-06T18:27:18Z,2026-07-06 18:27,down,213.49410131999997
74.073,3266.92,2795.99,3810.97,3262.86,11.069,2026-07-06T18:39:22.194Z,65.073,2026-07-06T18:39:22Z,2026-07-06 18:39,down,213.49410131999997
74.073,3103.45,2653.38,3786.35,3241.64,11.124,2026-07-06T18:51:25.289Z,65.073,2026-07-06T18:51:25Z,2026-07-06 18:51,down,213.49410131999997
74.073,3299.41,2821.02,3622.99,3098.11,11.186,2026-07-06T19:03:28.744Z,65.073,2026-07-06T19:03:28Z,2026-07-06 19:03,down,213.49410131999997
74.073,3283.25,2803.19,3738.33,3192.79,11.109,2026-07-06T19:15:31.557Z,65.073,2026-07-06T19:15:31Z,2026-07-06 19:15,down,213.49410131999997
74.073,3175.89,2708.25,3424.28,2923.91,11.118,2026-07-06T19:27:35.012Z,65.073,2026-07-06T19:27:35Z,2026-07-06 19:27,down,213.49410131999997
74.073,3411.55,2909.96,3703.73,3161.39,11.211,2026-07-06T19:39:38.342Z,65.073,2026-07-06T19:39:38Z,2026-07-06 19:39,down,213.49410131999997
74.073,3210.3,2735.22,3623.92,3088.95,11.094,2026-07-06T19:51:42.203Z,65.073,2026-07-06T19:51:42Z,2026-07-06 19:51,down,213.49410131999997
74.073,3315.07,2824.5,3645.62,3109.21,11.226,2026-07-06T20:03:44.845Z,65.073,2026-07-06T20:03:44Z,2026-07-06 20:03,down,213.49410131999997
74.073,3217.71,2739.17,3644.72,3103.54,11.193,2026-07-06T20:15:47.752Z,65.073,2026-07-06T20:15:47Z,2026-07-06 20:15,down,213.49410131999997
74.073,3203.53,2723.39,3919.9,3334.19,11.094,2026-07-06T20:27:50.504Z,65.073,2026-07-06T20:27:50Z,2026-07-06 20:27,down,213.49410131999997
74.073,3279.9,2789.1,3578.37,3045.58,11.235,2026-07-06T20:39:53.677Z,65.073,2026-07-06T20:39:53Z,2026-07-06 20:39,down,213.49410131999997
74.073,3336.72,2835.27,3801.44,3231.37,11.199,2026-07-06T20:51:56.709Z,65.073,2026-07-06T20:51:56Z,2026-07-06 20:51,down,213.49410131999997
74.073,3168.65,2688.63,3503.3,2976.96,11.167,2026-07-06T21:04:00.023Z,65.073,2026-07-06T21:04:00Z,2026-07-06 21:04,down,213.49410131999997
74.073,3240.43,2750.91,3834.19,3255.96,11.241,2026-07-06T21:16:02.259Z,65.073,2026-07-06T21:16:02Z,2026-07-06 21:16,down,213.49410131999997
74.073,3164.1,2683.14,3631.95,3080.78,11.146,2026-07-06T21:28:05.870Z,65.073,2026-07-06T21:28:05Z,2026-07-06 21:28,down,213.49410131999997
74.073,3344.43,2836.2,3755.26,3186.81,11.277,2026-07-06T21:40:09.340Z,65.073,2026-07-06T21:40:09Z,2026-07-06 21:40,down,213.49410131999997
74.073,3375.47,2859.28,3620.03,3067.74,11.188,2026-07-06T21:52:11.810Z,65.073,2026-07-06T21:52:11Z,2026-07-06 21:52,down,213.49410131999997
74.073,3284.02,2779.43,3720.9,3154.64,11.218,2026-07-06T22:04:15.312Z,65.073,2026-07-06T22:04:15Z,2026-07-06 22:04,down,213.49410131999997
74.073,3145.33,2662.64,3635.5,3078.02,11.22,2026-07-06T22:16:18.235Z,65.073,2026-07-06T22:16:18Z,2026-07-06 22:16,down,213.49410131999997
74.073,3255.34,2750.85,3815.27,3225.68,11.135,2026-07-06T22:28:21.580Z,65.073,2026-07-06T22:28:21Z,2026-07-06 22:28,down,213.49410131999997
74.073,3289.1,2778.4,3677.14,3108.17,11.253,2026-07-06T22:40:24.910Z,65.073,2026-07-06T22:40:24Z,2026-07-06 22:40,down,213.49410131999997
74.073,3206.53,2703.95,3798.57,3203.78,11.161,2026-07-06T22:52:28.099Z,65.073,2026-07-06T22:52:28Z,2026-07-06 22:52,down,213.49410131999997
